id,name,name_en,name_translated,name_local,name_suffix,rating,rating_local,level,parents,latitude,longitude,timezone,state,country,class_slug,class_name,marker,categories,tags,wikipedia_link,official_link,address,address_is_approximated,opening_hours_raw,opening_hours_note,admission,phone,email,description_text,description_provider,description_link,description_translation_provider,area,media_square,media_square_attribution,media_landscape,media_landscape_attribution,media_portrait,media_portrait_attribution
region:1998913,Java-eiland,,,Java-eiland,"Oost, Amsterdam, Netherlands",3.0015152519894,5.2376748272447,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.378528,4.9283873,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,184173,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383637353939393339.jpg,"{""title"":""Postmodern architecture on the Lamonggracht, Java-eiland, Amsterdam. Used on nl:Java-eiland."",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam_Javaeiland_Lamonggracht.JPG"",""author"":""MartinD"",""author_url"":""http://commons.wikimedia.org/wiki/User:MartinD"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383637353939393339.jpg,"{""title"":""Postmodern architecture on the Lamonggracht, Java-eiland, Amsterdam. Used on nl:Java-eiland."",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam_Javaeiland_Lamonggracht.JPG"",""author"":""MartinD"",""author_url"":""http://commons.wikimedia.org/wiki/User:MartinD"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383637353939393339.jpg,"{""title"":""Postmodern architecture on the Lamonggracht, Java-eiland, Amsterdam. Used on nl:Java-eiland."",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam_Javaeiland_Lamonggracht.JPG"",""author"":""MartinD"",""author_url"":""http://commons.wikimedia.org/wiki/User:MartinD"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}"
region:1999957,Bickerseiland,,,Bickerseiland,"Centrum, Amsterdam, Netherlands",3.0014807692308,3.1852108168799,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3850801,4.8895226,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,68452,,,,,,
region:1999075,Kattenburg,,,Kattenburg,"Centrum, Amsterdam, Netherlands",3.0014807692308,2.9276395245605,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3733321,4.9176892,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,269108,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313534.jpg,"{""title"":""The Nederlands Scheepvaartmuseum (Netherlands Maritime Museum) is a museum in Amsterdam, The Netherlands."",""title_url"":""http://commons.wikimedia.org/wiki/File:Nederlands_Scheepvaartmuseum.jpg"",""author"":""S Sepp"",""author_url"":""http://commons.wikimedia.org/wiki/User:S_Sepp"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313534.jpg,"{""title"":""The Nederlands Scheepvaartmuseum (Netherlands Maritime Museum) is a museum in Amsterdam, The Netherlands."",""title_url"":""http://commons.wikimedia.org/wiki/File:Nederlands_Scheepvaartmuseum.jpg"",""author"":""S Sepp"",""author_url"":""http://commons.wikimedia.org/wiki/User:S_Sepp"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313438.jpg,"{""title"":""Het scheepvaartmuseum en de replica van De Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:De_Amsterdam2.jpg"",""author"":""Gouwenaar"",""author_url"":""http://commons.wikimedia.org/wiki/User:Gouwenaar"",""other"":null,""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en""}"
region:1998898,Uilenburg,,,Uilenburg,"Centrum, Amsterdam, Netherlands",3.0010961538462,2.9272643713318,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3705319,4.9049641,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,45149,,,,,,
region:1999967,"Grote Rieteiland",,,"Grote Rieteiland","Oost, Amsterdam, Netherlands",3.0010344827586,15.005172413793,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3547881,4.9925503,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,180401,,,,,,
region:1999154,Sporenburg,,,Sporenburg,"Oost, Amsterdam, Netherlands",3.0010344827586,15.005172413793,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3737395,4.9444473,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,128275,,,,,,
region:1998910,Oostenburg,,,Oostenburg,"Centrum, Amsterdam, Netherlands",3.0010344827586,4.9059921954937,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3691201,4.9237415,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,85648,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335373730363031.jpg,"{""title"":""Artis A'dam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Afrikaanse_Olifant_Arie_T.JPG"",""author"":""Richardkw"",""author_url"":""http://commons.wikimedia.org/wiki/User:Richardkw"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335373730353938.jpg,"{""title"":""Gevelbeeld Kerkstraat 98, Amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Aapje_Kerkstraat_98.JPG"",""author"":""Marion Golsteijn"",""author_url"":""http://commons.wikimedia.org/wiki/User:Ilonamay"",""other"":null,""license"":""CC BY-SA 4.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/4.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335373730363137.jpg,"{""title"":""Blauwe violist (1982) by an anonymous sculptor, Marnixplantsoen, Amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:Blauwe_violist.jpg"",""author"":""Paul Joseph"",""author_url"":""http://www.flickr.com/people/91255327@N00"",""other"":null,""license"":""CC BY 2.0"",""license_url"":""http://creativecommons.org/licenses/by/2.0""}"
region:1993453,Oostenburgereiland,,,Oostenburgereiland,"Centrum, Amsterdam, Netherlands",3.0010344827586,4.9059921954937,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3716223,4.9272028,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,87040,,,,,,
region:1999958,"Kleine Rieteiland",,,"Kleine Rieteiland","Oost, Amsterdam, Netherlands",3.001,15.005,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3527251,4.9936073,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,94749,,,,,,
region:1999073,Realeneiland,,,Realeneiland,"Centrum, Amsterdam, Netherlands",3.0005152519894,3.1841861973012,island,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3876371,4.8884193,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,43011,,,,,,
poi:36175266,Vogeleiland,,,Vogeleiland,"Amsterdam, Netherlands",3,15,island,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3670365,5.0073551,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Scrub|Island,,,,,,,,,,,,,,36937,,,,,,
poi:35818191,Steenbokkenrots,,,Steenbokkenrots,"Plantage, Amsterdam, Netherlands",3,3.0844843097073,island,"poi:815|poi|Natura Artis Magistra,region:1977823|neighbourhood|Plantage,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3664605,4.9150183,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,263,,,,,,
poi:5380518,Kompaseiland,,,Kompaseiland,"Oost, Amsterdam, Netherlands",3,5.2789085640662,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3791352,4.938727,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,relaxing,Park|Island,,,,,,,,,,,,,,374,,,,,,
region:1999060,Borneo-eiland,,,Borneo-eiland,"Oost, Amsterdam, Netherlands",3,15,island,"poi:28047291|neighbourhood|Oost,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3715604,4.9450918,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,109880,,,,,,
region:1995869,Slochtereiland,,,Slochtereiland,"Noord, Amsterdam, Netherlands",3,15,island,"poi:27995835|neighbourhood|Noord,poi:31620352|locality|Sportdriehoek,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.4134401,4.9426962,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,11206,,,,,,
poi:31918931,Geuzeneiland,,,Geuzeneiland,"Nieuw-West, Amsterdam, Netherlands",3,15,island,"poi:28046848|neighbourhood|Nieuw-West,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3718855,4.806223,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,19330,,,,,,
poi:31910638,Doolhof,,,Doolhof,"Zuid, Amsterdam, Netherlands",3,13.26518560693,island,"poi:28051870|neighbourhood|Zuid,poi:821|poi|Amstelpark,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3331343,4.8916502,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,1363,,,,,,
poi:5153667,Hoeckelingsdam,,,Hoeckelingsdam,"Noord, Amsterdam, Netherlands",3,15,island,"poi:27995835|neighbourhood|Noord,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3810662,5.0186344,Europe/Amsterdam,"North Holland",Netherlands,destination:island,"Nature Reserve",destination-island,hiking,"Scrub|Nature Reserve|Island",,,,,,,,,,,,,,71222,,,,,,
poi:31298880,Apenrots,,,Apenrots,"Plantage, Amsterdam, Netherlands",3,2.9261951846296,island,"poi:815|poi|Natura Artis Magistra,region:1977823|neighbourhood|Plantage,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3669125,4.9140154,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,143,,,,,,
poi:31872892,Vuurtoreneiland,Vuurtoreneiland,Vuurtoreneiland,Vuurtoreneiland,"Amsterdam, Netherlands",3,15,island,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3723758,5.0137319,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Fort,destination-island,sightseeing,Fort|Island,https://en.wikipedia.org/wiki/Vuurtoreneiland,https://data.amsterdam.nl/data/bag/openbareruimte/id03630024194458,,,,,,,,"Vuurtoreneiland is a small island in the IJmeer, Netherlands, just off the coast of Durgerdam. The island's main function is as a base for a lighthouse; a military fort on the island was abandoned in the 1930s.",wikipedia,https://en.wikipedia.org/wiki/Vuurtoreneiland,wikipedia,18031,,,,,,
region:2003498,Voetbaleiland,,,Voetbaleiland,"Zuid, Amsterdam, Netherlands",3,7.3197097140115,island,"poi:28051870|neighbourhood|Zuid,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3418133,4.8506548,Europe/Amsterdam,"North Holland",Netherlands,destination:island,Island,destination-island,,Island,,,,,,,,,,,,,,31957,,,,,,
